farm_id,crop_type,fertilizer_usage_kg_per_ha,fuel_consumption_liters_per_ha,water_consumption_m3_per_ha,electricity_consumption_kwh_per_ha
FARM-05196,Rice,157.21,74.2,9630.12,468.09
FARM-05197,Wheat,107.58,55.58,4775.32,169.45
FARM-05198,Sugarcane,214.2,134.06,17538.23,577.05
FARM-05199,Soybean,106.98611860338143,60.82,3845.42,244.82
FARM-05200,Sugarcane,202.19,100.46,,463.68
FARM-05201,Soybean,36.32,73.77,4543.28,268.39
FARM-05202,Sugarcane,221.83,96.55,17258.25,458.64
FARM-05203,Maize,203.79,84.54,5238.2,343.06
FARM-05204,Sugarcane,182.28,87.91,18587.92,569.13
FARM-05205,Soybean,47.14,46.56,4217.72,216.55
FARM-05206,Soybean,46.66,60.7,4426.36,226.23
FARM-05207,Maize,173.87,50.4,5355.61,196.68
FARM-05208,Soybean,45.13,45.65,3999.68,181.77
FARM-05209,Rice,149.46,98.13,9843.42,462.58
FARM-05210,Sugarcane,209.77,118.77,17465.58,676.8
FARM-05211,Maize,194.74,59.66,4439.36,
FARM-05212,Maize,203.39,73.15,5374.84,260.17
FARM-05213,Soybean,50.71,69.94,4035.49,333.55
FARM-05214,Sugarcane,215.86,96.52,16688.04,623.55
FARM-05215,Sugarcane,247.85,62.92,19022.78,443.53
FARM-05216,Cotton,130.68,52.1,,341.85
FARM-05217,Cotton,143.87,67.11,7955.38,344.35
FARM-05218,Sugarcane,211.49,108.54,19640.76,621.76
FARM-05219,Sugarcane,193.17,126.98,17780.48,812.03
FARM-05220,Wheat,139.07,59.04,3739.74,209.56
FARM-05221,Maize,184.44,80.25,5079.95,255.1
FARM-05222,Sugarcane,202.26,101.32,18380.09,1488.7280113197792
FARM-05223,Maize,210.37,91.18,4389.42,275.72
FARM-05224,Wheat,130.53,50.52,4494.02,203.31
FARM-05225,Wheat,129.32,54.1,4311.84,284.34
FARM-05226,Cotton,142.05,53.73,7186.44,368.7
FARM-05227,Maize,151.05,66.67,5160.62,205.18
FARM-05228,Sugarcane,199.53,82.86,18805.55,373.52
FARM-05229,Maize,204.84,99.82,4133.7,390.14
FARM-05230,Sugarcane,217.73,84.01,17360.13,441.55
FARM-05231,Soybean,48.74,42.36,4010.07,165.7
FARM-05232,Wheat,132.55,,4261.28,199.48
FARM-05233,Soybean,43.83,90.84,4408.01,331.23
FARM-05234,Soybean,40.94,46.28,4413.0,249.45
FARM-05235,Maize,191.77,209.45657236426368,5124.88,236.14
FARM-05236,Sugarcane,229.02,91.04,15316.3,445.45
FARM-05237,Wheat,119.02,55.04,4069.69,149.0
FARM-05238,Sugarcane,218.72,92.69,17845.28,528.94
FARM-05239,Soybean,44.4,34.91,3551.27,179.32
FARM-05240,Rice,134.6,68.36,11119.04,338.65
FARM-05241,Rice,161.23,90.21,8890.65,616.11
FARM-05242,Wheat,126.63,54.29,4054.34,269.17
FARM-05243,Wheat,136.5,50.96,3328.17,310.19
FARM-05244,Sugarcane,241.21,89.4,17897.58,479.99
FARM-05245,Soybean,51.28,64.07,3305.38,233.84
FARM-05246,Rice,140.86,67.13,,524.32
FARM-05247,Maize,179.64,71.02,4507.07,246.14
FARM-05248,Sugarcane,248.67,87.72,16881.25,453.93
FARM-05249,Rice,156.8,66.23,9013.09,381.0
FARM-05250,Rice,147.69,96.54,11249.89,588.95
FARM-05251,Wheat,122.74,50.47,3731.28,239.74
FARM-05252,Soybean,42.59,40.38,4002.8,190.33
FARM-05253,Maize,177.2,86.23,4793.99,312.79
FARM-05254,Wheat,141.44,48.66,3665.86,228.15
FARM-05255,Cotton,147.82,68.74,7402.86,364.61
FARM-05256,Cotton,134.95,78.39,7579.4,1736.117465280511
FARM-05257,Sugarcane,238.0,58.41,16463.49,375.96
FARM-05258,Rice,151.93,95.76,9641.6,574.19
FARM-05259,Cotton,136.19,72.21,8012.84,346.48
FARM-05260,Cotton,139.91,97.9,7115.55,555.88
FARM-05261,Maize,169.17,78.66,5197.64,208.72
FARM-05262,Sugarcane,229.81,110.38,18172.53,731.44
FARM-05263,Sugarcane,189.73,78.81,17584.0,474.95
FARM-05264,Maize,197.9,59.19,4154.04,279.13
FARM-05265,Cotton,442.4049147095423,87.18,7416.77,412.85
FARM-05266,Wheat,121.39,50.57,4271.89,201.52
FARM-05267,Wheat,,64.13,3342.9,277.2
FARM-05268,Maize,165.79,,5312.73,367.16
FARM-05269,Maize,178.53,61.91,5117.9,279.72
FARM-05270,Sugarcane,207.13,80.49,17482.32,565.37
FARM-05271,Sugarcane,213.75,98.01,17267.06,449.08
FARM-05272,Rice,177.69,111.39,9230.82,468.12
FARM-05273,Rice,146.03,83.58,11425.25,484.44
FARM-05274,Cotton,141.8,43.42,8706.75,216.98
FARM-05275,Maize,165.58,74.77,4182.6,283.8
FARM-05276,Wheat,139.5,31.68,4105.33,132.48
FARM-05277,Cotton,161.0,59.21,7078.94,349.34
FARM-05278,Sugarcane,190.34,102.57,17476.95,481.51
FARM-05279,Soybean,44.73,71.13,3735.43,
FARM-05280,Sugarcane,193.67,84.96,18411.74,378.71
FARM-05281,Sugarcane,231.38,127.79,19225.04,491.28
FARM-05282,Rice,171.06,83.56,10317.84,566.03
FARM-05283,Maize,170.83,64.98,5303.05,270.09
FARM-05284,Soybean,47.78,52.03,4032.8,247.39
FARM-05285,Sugarcane,222.09,84.04,18194.43,464.43
FARM-05286,Wheat,116.56,53.69,3913.83,723.405681675773
FARM-05287,Cotton,135.36,75.85,6712.01,330.48
FARM-05288,Cotton,128.69,72.82,6264.46,320.62
FARM-05289,Sugarcane,211.72,108.6,18136.73,629.05
FARM-05290,Rice,137.26,65.41,9522.72,
FARM-05291,Maize,210.65,80.83,5394.01,324.58
FARM-05292,Rice,148.47,66.07,9920.62,420.71
FARM-05293,Wheat,118.92,51.48,3588.55,249.02
FARM-05294,Wheat,106.19,59.37,4565.85,246.05
FARM-05295,Sugarcane,213.75,104.33,17384.87,654.74
FARM-05296,Rice,158.62,,10913.29,463.15
FARM-05297,Sugarcane,246.0,451.39023926865394,17547.64,575.97
FARM-05298,Cotton,,63.17,6230.22,336.4
FARM-05299,Wheat,126.23,53.77,4268.1,291.02
FARM-05300,Maize,198.02,62.32,5018.23,299.96
FARM-05301,Rice,137.25,72.61,9339.9,531.0
FARM-05302,Cotton,142.94,45.81,8493.62,303.12
FARM-05303,Maize,206.73,103.95,5079.61,286.66
FARM-05304,Cotton,130.55,77.07,8469.12,400.1
FARM-05305,Soybean,54.34,54.43,4390.44,216.36
FARM-05306,Sugarcane,226.26,112.55,,668.21
FARM-05307,Sugarcane,224.13,102.02,17619.0,501.12
FARM-05308,Sugarcane,230.99,115.55,18029.7,634.87
FARM-05309,Maize,182.46,79.79,5169.1,269.31
FARM-05310,Rice,162.83,106.19,9893.65,
FARM-05311,Maize,170.73,67.51,4613.78,234.32
FARM-05312,Cotton,129.02,53.87,6419.33,361.93
FARM-05313,Cotton,149.2,59.12,7197.5,346.23
FARM-05314,Wheat,112.46,70.38,3831.5,276.72
FARM-05315,Cotton,129.86,47.43,7463.38,222.82
FARM-05316,Sugarcane,207.26,84.14,17450.46,380.23
FARM-05317,Rice,178.5,80.7,9349.55,548.46
FARM-05318,Soybean,39.09,53.35,4159.93,216.53
FARM-05319,Rice,160.99,90.57,9925.98,546.41
FARM-05320,Cotton,144.5,65.58,8611.22,356.83
FARM-05321,Maize,187.29,64.71,4868.19,333.63
FARM-05322,Maize,185.94,56.68,4602.83,281.06
FARM-05323,Wheat,117.88,60.19,3769.53,263.67
FARM-05324,Cotton,147.1,64.53,7292.06,375.33
FARM-05325,Rice,146.97,96.34,11288.21,432.29
FARM-05326,Maize,199.93,65.04,4552.6,266.03
FARM-05327,Soybean,40.98,59.75,4070.46,239.21
FARM-05328,Soybean,46.63,69.44,3821.03,257.31
FARM-05329,Wheat,121.02,47.95,4213.75,
FARM-05330,Soybean,41.97,48.68,3990.72,204.1
FARM-05331,Cotton,156.17,59.47,7275.75,331.62
FARM-05332,Cotton,151.25,51.68,7585.44,336.29
FARM-05333,Soybean,42.45,48.62,4155.48,168.82
FARM-05334,Wheat,131.68,62.14,3344.47,266.94
FARM-05335,Soybean,39.82,44.82,4481.97,215.07
FARM-05336,Wheat,136.76,68.96,3227.23,228.18
FARM-05337,Cotton,172.55,60.78,7706.68,353.44
FARM-05338,Sugarcane,218.06,91.52,17528.18,502.88
FARM-05339,Soybean,49.09,53.25,14705.30025942649,237.43
FARM-05340,Maize,173.21,65.54,4968.23,246.19
FARM-05341,Sugarcane,191.88,130.85,16206.29,718.33
FARM-05342,Cotton,166.7,65.44,8254.48,
FARM-05343,Sugarcane,208.18,79.87,18393.03,456.98
FARM-05344,Wheat,124.44,32.08,4000.07,151.4
FARM-05345,Cotton,160.36,69.19,6928.89,456.43
FARM-05346,Cotton,133.89,55.67,7025.97,404.06
FARM-05347,Maize,191.82,62.39,5213.46,277.34
FARM-05348,Rice,144.99,61.12,10524.45,484.99
FARM-05349,Cotton,172.61,55.4,6858.15,292.06
FARM-05350,Cotton,164.42,68.99,6716.04,310.36
FARM-05351,Rice,152.64,110.41,8384.06,576.44
FARM-05352,Rice,155.39,91.33,10215.62,405.22
FARM-05353,Cotton,165.17,71.46,8025.56,416.26
FARM-05354,Wheat,129.45,48.79,3565.56,201.98
FARM-05355,Wheat,111.6,73.71,4186.0,267.66
FARM-05356,Rice,150.61,50.65,10774.02,
FARM-05357,Sugarcane,219.59,94.57,16349.1,575.34
FARM-05358,Wheat,142.0,51.14,4054.88,177.06
FARM-05359,Soybean,55.02,56.66,3855.3,246.21
FARM-05360,Wheat,126.0,55.77,4737.62,201.14
FARM-05361,Wheat,114.29,69.75,3646.15,254.58
FARM-05362,Rice,158.94,92.76,9590.88,547.7
FARM-05363,Sugarcane,192.79,88.23,18722.85,635.64
FARM-05364,Rice,138.18,80.11,8851.25,442.93
FARM-05365,Cotton,145.07,71.63,7063.61,522.18
FARM-05366,Soybean,46.27,49.2,4016.84,227.29
FARM-05367,Cotton,156.74,64.05,6599.01,308.87
FARM-05368,Sugarcane,213.26,102.11,17755.98,586.78
FARM-05369,Sugarcane,189.85,68.06,18986.32,494.36
FARM-05370,Sugarcane,233.19,122.94,19612.97,479.29
FARM-05371,Soybean,31.13,49.65,4235.71,242.5
FARM-05372,Sugarcane,195.76,95.47,16555.82,534.44
FARM-05373,Soybean,35.32,51.48,4577.86,199.83
FARM-05374,Rice,166.76,74.06,11034.72,478.9
FARM-05375,Sugarcane,192.79,90.01,17857.1,476.43
FARM-05376,Maize,180.35,71.08,4987.55,358.71
FARM-05377,Cotton,158.63,78.09,8825.3,466.89
FARM-05378,Maize,208.31,79.05,4769.21,288.99
FARM-05379,Wheat,129.18,49.13,4770.91,162.66
FARM-05380,Soybean,46.17,51.49,3415.05,260.46
FARM-05381,Soybean,49.44,,4274.64,186.75
FARM-05382,Wheat,147.47,56.62,4906.17,231.14
FARM-05383,Wheat,125.11,,3861.98,248.78
FARM-05384,Wheat,132.28,64.37,4261.15,306.16
FARM-05385,Sugarcane,219.01,114.46,19612.82,647.0
FARM-05386,Rice,131.39,63.17,9024.32,395.27
FARM-05387,Wheat,132.63,,3494.76,222.31
FARM-05388,Rice,594.7980147907651,65.09,10356.9,468.29
FARM-05389,Cotton,160.49,44.68,7270.58,264.99
FARM-05390,Wheat,118.74,62.18,3466.3,253.15
FARM-05391,Wheat,133.22,80.01,4305.1,295.62
FARM-05392,Soybean,44.7,42.52,4283.9,155.72
FARM-05393,Maize,153.11,67.08,4514.22,249.67
FARM-05394,Soybean,47.86,58.23,4306.43,233.71
FARM-05395,Wheat,114.78,50.3,4666.26,206.7
FARM-05396,Wheat,113.17,31.16,4151.56,125.39
FARM-05397,Maize,218.1,58.09,4322.81,209.56
FARM-05398,Maize,183.41,92.02,5032.36,368.95
FARM-05399,Wheat,,,3703.82,244.58
FARM-05400,Cotton,154.55,61.42,7725.29,410.01
FARM-05401,Wheat,117.58,42.58,4213.02,187.03
FARM-05402,Soybean,52.51,67.74,3859.22,310.47
FARM-05403,Soybean,45.84,57.38,4808.83,239.46
FARM-05404,Maize,183.91,63.41,4874.93,306.23
FARM-05405,Rice,137.04,54.64,11511.75,364.69
FARM-05406,Sugarcane,205.69,117.82,16183.83,649.68
FARM-05407,Sugarcane,210.41,89.57,16790.15,373.86
FARM-05408,Rice,134.17,73.83,10584.95,440.46
FARM-05409,Cotton,157.8,60.29,7103.21,354.86
FARM-05410,Wheat,125.72,32.76,3928.22,146.35
FARM-05411,Cotton,148.84,71.64,7227.56,430.33
FARM-05412,Soybean,52.77,40.52,3961.12,215.57
FARM-05413,Maize,157.07,67.88,5562.53,297.77
FARM-05414,Cotton,131.78,100.77,8341.53,452.18
FARM-05415,Cotton,159.5,68.79,8206.24,398.56
FARM-05416,Maize,190.78,66.95,5272.64,377.4
FARM-05417,Wheat,122.74,56.04,4368.14,217.92
FARM-05418,Maize,167.99,59.47,5324.79,347.6
FARM-05419,Wheat,127.88,71.41,,231.23
FARM-05420,Soybean,36.43,44.0,3755.05,233.62
FARM-05421,Soybean,36.72,57.64,3923.18,213.89
FARM-05422,Maize,169.24,94.98,4950.02,408.62
FARM-05423,Sugarcane,216.75,83.83,18801.26,400.87
FARM-05424,Soybean,49.4,52.93,,200.61
FARM-05425,Sugarcane,243.93,105.28,16578.62,680.23
FARM-05426,Rice,152.24,50.12,10804.11,240.17
FARM-05427,Soybean,45.01,45.83,4231.94,161.93
FARM-05428,Sugarcane,,128.0,19025.19,702.99
FARM-05429,Maize,192.47,66.63,4969.58,313.77
FARM-05430,Rice,133.54,67.91,10225.43,369.42
FARM-05431,Wheat,118.4,74.68,4255.46,358.26
FARM-05432,Maize,188.2,59.95,5093.63,294.47
FARM-05433,Sugarcane,239.38,119.04,18711.57,544.28
FARM-05434,Sugarcane,229.99,87.31,18537.57,443.84
FARM-05435,Rice,148.6,73.3,9116.27,340.33
FARM-05436,Cotton,133.6,57.04,7450.39,295.56
FARM-05437,Sugarcane,220.19,150.67,17132.74,649.26
FARM-05438,Wheat,123.86,,4782.03,184.33
FARM-05439,Cotton,154.19,71.86,8858.73,359.85
FARM-05440,Rice,142.37,56.87,10403.33,330.5
FARM-05441,Soybean,49.17,41.35,3266.91,194.89
FARM-05442,Cotton,132.08,70.03,7109.06,379.4
FARM-05443,Sugarcane,209.28,100.47,18600.07,573.74
FARM-05444,Maize,184.71,55.81,5315.77,236.1
FARM-05445,Maize,174.0,62.09,4584.28,202.2
FARM-05446,Soybean,49.07,52.27,3985.37,209.24
FARM-05447,Soybean,42.12,,3480.23,214.49
FARM-05448,Soybean,30.91,49.41,3573.86,246.46
FARM-05449,Sugarcane,228.34,96.14,15919.52,584.04
FARM-05450,Cotton,146.52,35.0,8290.57,244.83
FARM-05451,Maize,179.21,66.34,5001.68,229.4
FARM-05452,Cotton,175.23,76.97,7760.85,333.18
FARM-05453,Cotton,146.32,85.57,7387.12,384.44
FARM-05454,Wheat,126.81,55.88,4968.96,215.25
FARM-05455,Sugarcane,214.24,70.64,18645.48,361.12
FARM-05456,Wheat,135.64,47.96,4163.53,192.94
FARM-05457,Maize,195.77,65.42,4503.53,285.56
FARM-05458,Maize,201.02,78.13,4324.91,333.95
FARM-05459,Maize,187.03,63.97,4743.51,231.41
FARM-05460,Soybean,49.95,56.64,3764.73,227.04
FARM-05461,Rice,146.58,65.32,11298.64,
FARM-05462,Maize,188.96,68.79,4857.59,317.64
FARM-05463,Soybean,51.23,62.64,4200.98,227.34
FARM-05464,Rice,148.62,71.93,8497.13,407.49
FARM-05465,Rice,132.76,76.55,10876.27,433.68
FARM-05466,Soybean,44.26,60.24,4178.66,191.02
FARM-05467,Wheat,101.15,48.29,4282.88,223.7
FARM-05468,Rice,125.72,90.39,8758.16,463.8
FARM-05469,Soybean,46.91,54.41,3472.67,218.91
FARM-05470,Soybean,41.04,64.62,3282.34,262.88
FARM-05471,Rice,158.79,88.45,8185.6,438.08
FARM-05472,Rice,137.84,64.78,11608.3,504.22
FARM-05473,Rice,159.95,73.25,10088.97,336.98
FARM-05474,Soybean,49.51,62.24,3587.56,218.76
FARM-05475,Wheat,123.31,68.94,4591.69,286.83
FARM-05476,Cotton,,62.62,7869.38,319.43
FARM-05477,Sugarcane,620.3841496692686,,15841.17,586.79
FARM-05478,Maize,191.12,81.05,5040.79,314.16
FARM-05479,Cotton,166.8,77.53,7862.05,413.12
FARM-05480,Maize,155.2,71.7,4841.77,275.49
FARM-05481,Rice,149.39,88.46,10772.82,459.12
FARM-05482,Maize,162.45,61.45,4919.52,234.84
FARM-05483,Soybean,45.28,48.21,3538.93,193.49
FARM-05484,Soybean,48.39,51.59,3672.58,175.87
FARM-05485,Sugarcane,211.38,121.99,18168.78,665.33
FARM-05486,Maize,,68.4,4682.93,306.28
FARM-05487,Sugarcane,217.6,262.6474179062102,16476.76,648.58
FARM-05488,Wheat,119.05,49.71,,276.5
FARM-05489,Soybean,48.54,57.36,11393.833427599418,273.43
FARM-05490,Cotton,144.18,72.44,6715.98,341.4
FARM-05491,Cotton,131.31,54.85,7904.75,370.62
FARM-05492,Soybean,45.38,70.79,4014.4,325.45
FARM-05493,Maize,175.21,66.27,5081.1,212.44
FARM-05494,Cotton,161.4,58.32,6755.36,279.05
FARM-05495,Sugarcane,222.28,100.26,17474.26,426.52
FARM-05496,Wheat,133.84,54.8,4216.39,225.36
FARM-05497,Maize,187.67,77.11,4826.28,473.31
FARM-05498,Soybean,49.98,48.08,4163.11,156.13
FARM-05499,Cotton,141.95,71.81,7872.28,373.26
FARM-05500,Wheat,420.39707871255587,58.18,3556.28,225.59
FARM-05501,Rice,138.95,124.79,11131.86,570.2
FARM-05502,Soybean,49.4,59.68,4405.01,214.56
FARM-05503,Rice,165.37,81.58,9189.96,527.58
FARM-05504,Sugarcane,236.82,75.73,16418.86,411.65
FARM-05505,Rice,153.65,89.57,10925.35,477.92
FARM-05506,Maize,201.57,74.86,5681.79,315.98
FARM-05507,Soybean,41.99,49.13,3712.73,204.96
FARM-05508,Sugarcane,185.34,122.89,17513.4,608.06
FARM-05509,Wheat,148.07,,3321.27,194.3
FARM-05510,Wheat,137.99,67.24,3663.48,275.44
FARM-05511,Maize,180.95,80.86,5689.7,363.51
FARM-05512,Wheat,119.0,57.85,4021.14,181.59
FARM-05513,Maize,193.67,88.91,5261.47,285.42
FARM-05514,Soybean,53.78,36.13,,181.28
FARM-05515,Soybean,48.88,47.65,4374.24,232.71
FARM-05516,Cotton,147.83,,7161.98,354.03
FARM-05517,Maize,155.07,77.01,5165.71,330.52
FARM-05518,Sugarcane,244.81,102.75,16649.76,695.61
FARM-05519,Cotton,154.35,54.34,7391.91,330.59
FARM-05520,Cotton,160.62,57.37,8243.39,305.23
FARM-05521,Wheat,112.91,61.22,4348.91,228.63
FARM-05522,Sugarcane,218.95,,17930.64,495.89
FARM-05523,Maize,184.31,66.12,4177.13,241.64
FARM-05524,Maize,,56.98,4674.45,192.67
FARM-05525,Maize,211.22,94.78,5865.63,399.63
FARM-05526,Cotton,161.81,98.86,8140.23,434.72
FARM-05527,Cotton,141.92,65.95,6315.71,259.39
FARM-05528,Soybean,38.88,59.58,3884.09,226.96
FARM-05529,Cotton,138.04,74.64,7692.23,422.95
FARM-05530,Maize,164.75,74.12,4891.71,330.93
FARM-05531,Cotton,,76.18,7589.66,499.72
FARM-05532,Soybean,50.99,45.75,4364.55,176.94
FARM-05533,Cotton,166.72,89.52,7185.1,522.64
FARM-05534,Cotton,174.62,71.39,6436.89,367.48
FARM-05535,Sugarcane,230.55,89.56,16704.66,547.55
FARM-05536,Soybean,43.31,71.57,3503.54,219.27
FARM-05537,Maize,158.61,57.47,5326.01,168.01
FARM-05538,Cotton,174.6,80.78,6852.16,355.8
FARM-05539,Soybean,41.78,60.76,3802.83,229.11
FARM-05540,Wheat,108.89,74.72,4796.19,269.96
FARM-05541,Sugarcane,241.48,109.3,18049.05,637.8
FARM-05542,Soybean,44.0,49.04,4181.96,148.95
FARM-05543,Maize,177.56,82.77,5007.71,299.08
FARM-05544,Rice,149.96,84.76,11061.49,
FARM-05545,Wheat,120.11,32.84,3566.51,119.8
FARM-05546,Sugarcane,231.82,114.51,17444.4,483.67
FARM-05547,Sugarcane,207.18,96.61,15474.94,436.01
FARM-05548,Cotton,139.23,69.52,7792.8,516.83
FARM-05549,Soybean,50.42,62.48,4179.49,169.46
FARM-05550,Sugarcane,196.05,79.73,18583.23,401.18
FARM-05551,Sugarcane,199.97,94.68,17492.24,629.63
FARM-05552,Soybean,45.56,59.68,4158.67,274.19
FARM-05553,Rice,,79.37,10969.16,527.41
FARM-05554,Cotton,160.6,49.06,7563.4,239.77
FARM-05555,Cotton,149.81,62.57,6955.97,331.99
FARM-05556,Maize,183.71,58.38,5364.66,299.15
FARM-05557,Rice,130.0,104.5,10272.17,435.8
FARM-05558,Sugarcane,,123.81,18665.13,693.62
FARM-05559,Wheat,135.23,,3926.96,312.34
FARM-05560,Wheat,115.62,50.33,4522.45,287.58
FARM-05561,Wheat,115.74,69.24,4503.33,290.81
FARM-05562,Wheat,123.19,44.62,4247.57,180.02
FARM-05563,Wheat,107.65,49.53,3925.33,174.91
FARM-05564,Maize,772.6993024118118,54.07,5096.97,192.41
FARM-05565,Rice,159.15,61.03,9050.7,397.73
FARM-05566,Rice,121.73,84.71,9402.0,515.68
FARM-05567,Cotton,157.87,50.52,8392.39,339.13
FARM-05568,Cotton,169.98,66.3,7283.29,369.1
FARM-05569,Soybean,35.89,55.18,3388.04,250.69
FARM-05570,Rice,153.53,78.79,9935.6,380.41
FARM-05571,Rice,154.1,99.05,11040.2,341.69
FARM-05572,Sugarcane,207.98,118.31,17929.64,582.71
FARM-05573,Cotton,157.25,71.19,8199.53,269.43
FARM-05574,Cotton,148.68,75.98,8270.51,411.17
FARM-05575,Cotton,145.47,52.78,7945.61,254.04
FARM-05576,Rice,134.03,78.91,9815.14,403.9
FARM-05577,Sugarcane,227.2,104.01,16800.14,523.78
FARM-05578,Sugarcane,207.52,67.47,18992.5,346.79
FARM-05579,Sugarcane,214.37,110.09,16664.23,699.14
FARM-05580,Rice,158.82,100.87,10385.55,488.74
FARM-05581,Rice,146.65,83.05,9467.33,577.39
FARM-05582,Sugarcane,219.02,74.1,16017.99,492.69
FARM-05583,Cotton,142.41,59.58,7463.0,364.45
FARM-05584,Cotton,176.24,48.43,7287.67,256.74
FARM-05585,Rice,133.02,81.55,10284.85,434.92
FARM-05586,Soybean,41.08,46.23,3769.26,194.62
FARM-05587,Soybean,41.67,52.15,4338.06,199.93
FARM-05588,Maize,171.08,73.18,4486.3,269.35
FARM-05589,Maize,179.21,47.13,4695.48,262.16
FARM-05590,Cotton,160.15,81.75,7614.67,423.21
FARM-05591,Soybean,46.89,75.56,,357.5
FARM-05592,Sugarcane,211.82,97.74,17014.24,516.8
FARM-05593,Sugarcane,208.14,104.09,16612.29,495.15
FARM-05594,Wheat,139.64,38.53,4355.81,158.18
FARM-05595,Wheat,128.37,47.7,3921.69,229.11
FARM-05596,Soybean,51.59,50.41,3719.32,225.88
FARM-05597,Rice,163.68,82.98,,358.71
FARM-05598,Soybean,55.18,43.6,3831.06,225.55
FARM-05599,Soybean,50.69,49.0,4572.71,263.24
FARM-05600,Sugarcane,184.29,87.58,17646.75,472.09
FARM-05601,Rice,167.46,63.8,10603.13,416.62
FARM-05602,Wheat,124.97,62.15,11187.268789916885,282.56
FARM-05603,Maize,175.48,74.33,4306.89,320.83
FARM-05604,Sugarcane,225.29,111.47,18849.52,529.21
FARM-05605,Cotton,149.52,65.2,7706.88,334.18
FARM-05606,Wheat,126.88,65.83,4117.9,336.25
FARM-05607,Rice,127.36,82.65,11505.7,520.94
FARM-05608,Maize,185.58,90.67,5559.23,297.15
FARM-05609,Sugarcane,234.42,108.47,17115.7,640.71
FARM-05610,Soybean,50.9,50.51,3731.6,232.76
FARM-05611,Maize,167.84,61.25,5399.4,301.27
FARM-05612,Sugarcane,232.09,85.61,19282.52,494.54
FARM-05613,Sugarcane,209.9,110.23,17398.92,641.69
FARM-05614,Sugarcane,215.92,83.42,19333.28,598.11
FARM-05615,Maize,200.64,105.08,4537.02,381.6
FARM-05616,Rice,134.68,94.48,10472.01,389.46
FARM-05617,Maize,196.32,59.36,4887.56,343.7
FARM-05618,Cotton,,55.34,8952.43,427.62
FARM-05619,Wheat,129.78,44.89,4028.87,242.76
FARM-05620,Rice,137.17,94.54,10580.11,645.46
FARM-05621,Maize,183.3,62.25,4502.37,309.24
FARM-05622,Cotton,163.52,57.34,7118.03,399.33
FARM-05623,Sugarcane,209.8,86.19,17539.69,546.74
FARM-05624,Soybean,53.02,64.48,3727.79,251.57
FARM-05625,Rice,174.74,100.07,9403.86,562.04
FARM-05626,Sugarcane,225.94,88.04,17304.42,536.91
FARM-05627,Wheat,129.32,56.19,3467.1,201.53
FARM-05628,Maize,181.9,54.08,5312.34,273.1
FARM-05629,Rice,133.98,79.52,10068.87,592.99
FARM-05630,Soybean,47.03,39.42,3451.58,171.18
FARM-05631,Wheat,128.09,73.41,3560.97,305.16
FARM-05632,Maize,210.07,74.64,5141.49,314.01
FARM-05633,Cotton,155.49,58.66,8775.61,374.47
FARM-05634,Sugarcane,236.7,78.66,17380.81,605.46
FARM-05635,Soybean,,50.58,3824.8,270.79
FARM-05636,Maize,184.17,55.57,4831.28,256.76
FARM-05637,Wheat,137.19,62.34,3748.72,234.25
FARM-05638,Cotton,138.2,66.46,8077.81,359.9
FARM-05639,Rice,151.21,112.4,9988.6,628.8
FARM-05640,Wheat,115.75,48.82,4543.48,187.69
FARM-05641,Maize,179.68,62.64,4850.63,341.78
FARM-05642,Rice,136.13,50.29,10415.48,335.79
FARM-05643,Soybean,34.94,61.81,3344.51,244.01
FARM-05644,Soybean,51.07,42.74,3912.92,186.93
FARM-05645,Cotton,141.66,46.4,8216.18,251.36
FARM-05646,Maize,192.27,98.11,4660.07,389.05
FARM-05647,Rice,175.47,43.52,10940.04,227.73
FARM-05648,Maize,180.97,72.29,5221.11,
FARM-05649,Rice,169.34,73.37,9894.69,332.78
FARM-05650,Wheat,112.53,35.92,3825.96,234.38
FARM-05651,Cotton,148.0,46.89,6595.9,326.43
FARM-05652,Rice,143.21,88.81,10508.25,408.41
FARM-05653,Cotton,153.89,59.72,7700.52,304.78
FARM-05654,Rice,164.52,72.82,11467.23,412.03
FARM-05655,Sugarcane,214.63,119.59,17162.79,672.64
FARM-05656,Rice,135.56,86.3,10129.54,414.92
FARM-05657,Soybean,53.17,66.56,3866.58,273.43
FARM-05658,Cotton,138.03,77.7,8406.02,426.49
FARM-05659,Wheat,108.03,63.88,3408.14,268.08
FARM-05660,Maize,196.15,78.77,4086.52,266.72
FARM-05661,Cotton,145.43,65.73,7881.91,382.01
FARM-05662,Wheat,120.73,47.4,4123.94,179.43
FARM-05663,Maize,178.2,38.79,4940.3,232.05
FARM-05664,Maize,,72.78,5029.15,
FARM-05665,Wheat,120.24,58.58,3386.34,210.85
FARM-05666,Rice,151.68,79.11,10395.24,486.91
FARM-05667,Soybean,38.91,44.26,3592.22,256.49
FARM-05668,Cotton,171.43,65.21,7152.08,330.41
FARM-05669,Sugarcane,215.96,72.38,19195.67,421.35
FARM-05670,Sugarcane,196.8,113.66,17114.51,
FARM-05671,Rice,166.4,99.85,10093.8,428.73
FARM-05672,Soybean,35.03,45.51,4491.9,209.16
FARM-05673,Cotton,150.94,68.77,7916.45,412.14
FARM-05674,Cotton,132.18,48.46,7885.17,292.56
FARM-05675,Rice,150.91,86.08,10242.34,440.67
FARM-05676,Sugarcane,224.41,110.02,17060.75,701.47
FARM-05677,Rice,168.37,118.87,11063.04,519.18
